Object_Type,moved_left,moved_right,Time
Person,0,1,2021-12-18 09:28:59.777267
Person,0,1,2021-12-18 09:29:04.735544
Person,0,1,2021-12-18 09:29:05.529921
Person,1,0,2021-12-18 09:29:06.317255
Person,1,0,2021-12-18 09:29:08.131296
Person,0,1,2021-12-18 09:29:08.385152
Person,1,0,2021-12-18 09:29:09.669472
Person,0,1,2021-12-18 09:29:09.929883
Person,0,1,2021-12-18 09:29:13.837813
Person,1,0,2021-12-18 09:29:14.095351
Person,1,0,2021-12-18 09:29:16.686024
Person,0,1,2021-12-18 09:29:16.943044
Person,1,0,2021-12-18 09:29:18.490672
Person,0,1,2021-12-18 09:29:18.747039
Person,0,1,2021-12-18 09:29:20.050262
Person,1,0,2021-12-18 09:29:20.824268
Person,0,1,2021-12-18 09:29:21.080823
Person,0,1,2021-12-18 09:29:21.341616
Person,1,0,2021-12-18 09:29:21.599861
Person,0,1,2021-12-18 09:29:23.148280
Person,1,0,2021-12-18 09:29:24.181871
Person,1,0,2021-12-18 09:29:27.808448
Person,1,0,2021-12-18 09:29:34.560583
Person,0,1,2021-12-18 09:29:34.820223
Person,0,1,2021-12-18 09:29:35.876046
Person,1,0,2021-12-18 09:29:36.396727
Person,0,1,2021-12-18 09:29:37.176003
Person,1,0,2021-12-18 09:29:37.695112
Person,0,1,2021-12-18 09:29:37.954534
Person,0,1,2021-12-18 09:29:39.495636
Person,1,0,2021-12-18 09:29:40.269152
Person,1,0,2021-12-18 09:30:00.176899
Person,0,1,2021-12-18 09:30:00.435493
Person,1,0,2021-12-18 09:30:02.278507
Person,0,1,2021-12-18 09:30:05.160246
Person,1,0,2021-12-18 09:30:11.382640
Person,0,1,2021-12-18 09:30:11.641061
Person,1,0,2021-12-18 09:30:11.900479
Person,0,1,2021-12-18 09:30:12.944153
Person,1,0,2021-12-18 09:30:13.732847
Person,1,0,2021-12-18 09:30:14.244019
Person,0,1,2021-12-18 09:30:15.029728
Person,1,0,2021-12-18 09:30:16.603858
Person,0,1,2021-12-18 09:30:18.168606
Person,1,0,2021-12-18 09:30:18.427783
Person,1,0,2021-12-18 09:30:22.331845
Person,1,0,2021-12-18 09:30:28.017911
Person,0,1,2021-12-18 09:30:28.274922
Person,1,0,2021-12-18 09:30:31.644480
Person,0,1,2021-12-18 09:30:34.993529
Person,1,0,2021-12-18 09:30:36.554719
Person,0,1,2021-12-18 09:30:37.365710
Person,0,1,2021-12-18 09:30:38.399079
Person,0,1,2021-12-18 09:30:39.434510
Person,1,0,2021-12-18 09:30:40.460985
Person,0,1,2021-12-18 09:30:41.236894
Person,0,1,2021-12-18 09:30:42.537183
Person,0,1,2021-12-18 09:30:45.648928
Person,1,0,2021-12-18 09:30:46.946315
Person,0,1,2021-12-18 09:30:47.200145
Person,1,0,2021-12-18 09:30:47.458714
Person,0,1,2021-12-18 09:30:47.715106
Person,1,0,2021-12-18 09:30:51.047457
Person,0,1,2021-12-18 09:30:51.313771
Person,0,1,2021-12-18 09:30:52.340143
Person,1,0,2021-12-18 09:30:54.642944
Person,1,0,2021-12-18 09:30:56.190923
Person,1,0,2021-12-18 09:31:02.117653
Person,0,1,2021-12-18 09:31:02.374548
Person,1,0,2021-12-18 09:31:06.029164
Person,1,0,2021-12-18 09:31:07.080902
Person,1,0,2021-12-18 09:31:22.868386
Person,0,1,2021-12-18 09:31:24.944531
Person,0,1,2021-12-18 09:31:25.461290
Person,0,1,2021-12-18 09:31:53.285579
Person,1,0,2021-12-18 09:32:18.763509
Person,0,1,2021-12-18 09:32:19.016071
Person,1,0,2021-12-18 09:32:22.895111
Person,1,0,2021-12-18 09:32:42.426122
Person,0,1,2021-12-18 09:32:43.458181
Person,0,1,2021-12-18 09:32:44.486753
Person,0,1,2021-12-18 09:32:47.322909
Person,0,1,2021-12-18 09:33:23.871589
Person,1,0,2021-12-18 09:34:04.912168
Person,0,1,2021-12-18 09:34:09.308334
Person,0,1,2021-12-18 09:35:08.405817
Person,1,0,2021-12-18 09:35:08.657156
Person,1,0,2021-12-18 09:35:58.680106
Person,1,0,2021-12-18 09:37:23.810020
Person,1,0,2021-12-18 09:37:28.942310
Person,0,1,2021-12-18 09:37:47.237898
Person,0,1,2021-12-18 09:37:48.569639
Person,1,0,2021-12-18 09:37:58.859380
Person,1,0,2021-12-18 09:37:59.372243
Person,0,1,2021-12-18 09:38:00.161238
Person,0,1,2021-12-18 09:38:02.998346
Person,1,0,2021-12-18 09:38:03.785901
Person,0,1,2021-12-18 09:38:09.436116
Person,0,1,2021-12-18 09:38:11.010673
Person,1,0,2021-12-18 09:38:24.540225
Person,0,1,2021-12-18 09:38:24.794780
Person,0,1,2021-12-18 09:38:26.109607
Person,1,0,2021-12-18 09:38:42.952031
Person,0,1,2021-12-18 09:38:43.207867
Person,1,0,2021-12-18 09:38:43.464602
Person,0,1,2021-12-18 09:39:01.772120
Person,1,0,2021-12-18 09:39:02.554024
Person,0,1,2021-12-18 09:39:13.367486
Person,1,0,2021-12-18 09:39:13.894727
Person,1,0,2021-12-18 09:39:22.411032
Person,0,1,2021-12-18 09:39:26.760529
Person,0,1,2021-12-18 09:39:31.388323
Person,1,0,2021-12-18 09:39:31.644865
Person,0,1,2021-12-18 09:39:33.953127
Person,1,0,2021-12-18 09:39:47.116151
Person,1,0,2021-12-18 09:39:49.430613
Person,0,1,2021-12-18 09:39:50.195681
Person,1,0,2021-12-18 09:39:54.527379
Person,0,1,2021-12-18 09:39:54.782083
Person,1,0,2021-12-18 09:40:03.020256
Person,0,1,2021-12-18 09:40:04.565800
Person,1,0,2021-12-18 09:40:16.208102
Person,0,1,2021-12-18 09:40:16.465310
Person,0,1,2021-12-18 09:40:17.236352
Person,0,1,2021-12-18 09:40:17.752140
Person,1,0,2021-12-18 09:40:18.008632
Person,0,1,2021-12-18 09:40:18.519628
Person,1,0,2021-12-18 09:40:22.124458
Person,0,1,2021-12-18 09:40:44.782006
Person,0,1,2021-12-18 09:40:50.741448
Person,1,0,2021-12-18 09:40:51.781936
Person,1,0,2021-12-18 09:41:04.150040
Person,1,0,2021-12-18 09:41:06.460314
Person,1,0,2021-12-18 09:41:07.231188
Person,1,0,2021-12-18 09:41:22.965696
Person,1,0,2021-12-18 09:41:36.948637
Person,0,1,2021-12-18 09:41:37.207979
Person,1,0,2021-12-18 09:41:37.728993
Person,1,0,2021-12-18 09:41:46.540793
Person,0,1,2021-12-18 09:41:52.231840
Person,1,0,2021-12-18 09:41:52.488094
Person,0,1,2021-12-18 09:41:52.744009
Person,0,1,2021-12-18 09:41:55.085205
Person,1,0,2021-12-18 09:41:58.180835
Person,0,1,2021-12-18 09:41:58.437605
Person,0,1,2021-12-18 09:41:59.231582
Person,1,0,2021-12-18 09:41:59.489766
Person,0,1,2021-12-18 09:42:01.034855
Person,1,0,2021-12-18 09:42:01.293174
Person,0,1,2021-12-18 09:42:09.120087
Person,1,0,2021-12-18 09:42:10.151716
Person,0,1,2021-12-18 09:42:11.698053
Person,0,1,2021-12-18 09:42:18.131954
Person,0,1,2021-12-18 09:42:22.234152
Person,1,0,2021-12-18 09:42:25.060780
Person,0,1,2021-12-18 09:42:29.694029
Person,0,1,2021-12-18 09:42:31.492397
Person,1,0,2021-12-18 09:42:43.093374
Person,1,0,2021-12-18 09:42:48.502178
Person,0,1,2021-12-18 09:42:48.781074
Person,0,1,2021-12-18 09:42:52.933148
Person,0,1,2021-12-18 09:43:00.457354
Person,0,1,2021-12-18 09:43:01.741928
Person,0,1,2021-12-18 09:43:16.876086
Person,1,0,2021-12-18 09:43:20.233464
Person,0,1,2021-12-18 09:43:24.118696
Person,0,1,2021-12-18 09:43:47.404966
Person,1,0,2021-12-18 09:43:47.658083
Person,0,1,2021-12-18 09:43:50.746074
Person,1,0,2021-12-18 09:43:52.284502
Person,0,1,2021-12-18 09:43:54.598896
Person,0,1,2021-12-18 09:44:02.076140
Person,1,0,2021-12-18 09:44:02.593272
Person,1,0,2021-12-18 09:44:17.326587
Person,0,1,2021-12-18 09:44:21.203885
Person,1,0,2021-12-18 09:44:21.990705
Person,0,1,2021-12-18 09:44:22.250009
Person,0,1,2021-12-18 09:45:25.462205
Person,1,0,2021-12-18 09:45:26.505569
Person,0,1,2021-12-18 09:45:41.033421
Person,1,0,2021-12-18 09:45:45.441827
Person,0,1,2021-12-18 09:45:45.964303
Person,1,0,2021-12-18 09:45:58.111571
Person,0,1,2021-12-18 09:45:58.370984
Person,1,0,2021-12-18 09:46:25.492843
Person,0,1,2021-12-18 09:46:25.753201
Person,0,1,2021-12-18 09:46:26.266403
Person,0,1,2021-12-18 09:47:25.219999
Person,1,0,2021-12-18 09:47:25.478977
Person,1,0,2021-12-18 09:47:29.848796
Person,1,0,2021-12-18 09:47:32.951024
Person,0,1,2021-12-18 09:47:33.463723
Person,1,0,2021-12-18 09:47:34.501733
Person,0,1,2021-12-18 09:47:40.425592
Person,1,0,2021-12-18 09:47:41.198592
Person,0,1,2021-12-18 09:47:47.987681
Person,1,0,2021-12-18 09:47:48.244555
Person,1,0,2021-12-18 09:47:49.536521
Person,0,1,2021-12-18 09:47:50.577380
Person,0,1,2021-12-18 09:47:51.609160
Person,1,0,2021-12-18 09:47:51.869254
Person,0,1,2021-12-18 09:47:52.901677
Person,1,0,2021-12-18 09:47:53.416296
Person,1,0,2021-12-18 09:48:00.699753
Person,0,1,2021-12-18 09:48:02.283115
Person,1,0,2021-12-18 09:48:07.202039
Person,0,1,2021-12-18 09:48:09.264950
Person,0,1,2021-12-18 09:48:09.781020
Person,0,1,2021-12-18 09:48:32.259222
Person,0,1,2021-12-18 09:48:32.778978
Person,1,0,2021-12-18 09:48:44.334908
Person,1,0,2021-12-18 09:48:47.726006
Person,0,1,2021-12-18 09:48:47.983327
Person,0,1,2021-12-18 09:48:49.788294
Person,1,0,2021-12-18 09:48:58.595434
Person,0,1,2021-12-18 09:48:58.850340
Person,0,1,2021-12-18 09:49:17.290283
Person,1,0,2021-12-18 09:49:23.733074
Person,0,1,2021-12-18 09:49:24.500324
Person,0,1,2021-12-18 09:49:37.182382
Person,0,1,2021-12-18 09:49:44.990066
Person,0,1,2021-12-18 09:49:52.215428
Person,1,0,2021-12-18 09:49:52.474819
Person,1,0,2021-12-18 09:49:57.431218
Person,1,0,2021-12-18 09:50:04.167299
Person,0,1,2021-12-18 09:50:05.205305
Person,0,1,2021-12-18 09:50:09.334329
Person,1,0,2021-12-18 09:50:09.591888
Person,0,1,2021-12-18 09:50:10.109770
Person,0,1,2021-12-18 09:50:10.627353
Person,0,1,2021-12-18 09:50:16.854311
Person,1,0,2021-12-18 09:50:30.422079
Person,0,1,2021-12-18 09:50:35.609968
Person,1,0,2021-12-18 09:50:35.865434
Person,1,0,2021-12-18 09:50:42.846227
Person,0,1,2021-12-18 09:50:43.099310
Person,1,0,2021-12-18 09:51:58.607017
Person,0,1,2021-12-18 09:51:58.868453
Person,0,1,2021-12-18 09:52:02.751674
Person,1,0,2021-12-18 09:52:04.576041
Person,1,0,2021-12-18 09:52:09.250569
Person,0,1,2021-12-18 09:52:09.506554
Person,1,0,2021-12-18 09:52:11.842401
Person,1,0,2021-12-18 09:52:14.687765
Person,0,1,2021-12-18 09:52:18.544008
Person,1,0,2021-12-18 09:52:39.051683
Person,0,1,2021-12-18 09:52:54.044922
Person,0,1,2021-12-18 09:52:57.936291
Person,0,1,2021-12-18 09:53:01.040081
Person,1,0,2021-12-18 09:53:02.854188
Person,0,1,2021-12-18 09:53:04.666277
Person,1,0,2021-12-18 09:53:05.714870
Person,1,0,2021-12-18 09:53:07.005845
Person,1,0,2021-12-18 09:53:09.363950
Person,1,0,2021-12-18 09:53:13.262236
Person,0,1,2021-12-18 09:53:13.517360
Person,2,0,2021-12-18 09:53:20.245757
Person,0,1,2021-12-18 09:53:20.504470
Person,1,0,2021-12-18 09:53:23.070865
Person,0,1,2021-12-18 09:53:23.327605
Person,1,0,2021-12-18 09:53:23.589261
Person,0,1,2021-12-18 09:53:23.842923
Person,1,0,2021-12-18 09:53:42.484045
Person,1,0,2021-12-18 09:53:57.018776
Person,0,1,2021-12-18 09:53:57.276728
Person,0,1,2021-12-18 09:54:03.973812
Person,1,0,2021-12-18 09:54:05.524528
Person,0,1,2021-12-18 09:54:05.781893
Person,1,0,2021-12-18 09:54:16.879618
Person,0,1,2021-12-18 09:54:39.354305
Person,1,0,2021-12-18 09:54:45.055990
Person,0,1,2021-12-18 09:54:45.822451
Person,1,0,2021-12-18 09:54:51.455999
Person,1,0,2021-12-18 09:54:58.115674
Person,0,1,2021-12-18 09:55:02.254617
Person,0,1,2021-12-18 09:55:13.080221
Person,0,1,2021-12-18 09:55:14.374297
Person,1,0,2021-12-18 09:55:14.893026
Person,1,0,2021-12-18 09:55:19.798002
Person,0,1,2021-12-18 09:55:20.057288
Person,1,0,2021-12-18 09:55:21.352434
Person,1,0,2021-12-18 09:55:22.891696
Person,1,0,2021-12-18 09:55:39.600787
Person,1,0,2021-12-18 09:55:40.638019
Person,0,1,2021-12-18 09:55:42.170056
Person,0,1,2021-12-18 09:55:43.719401
Person,1,0,2021-12-18 09:55:44.747522
Person,0,1,2021-12-18 09:55:46.568858
Person,0,1,2021-12-18 09:55:49.653920
Person,0,1,2021-12-18 09:55:51.199853
Person,1,0,2021-12-18 09:55:51.718065
Person,0,1,2021-12-18 09:55:57.858939
Person,1,0,2021-12-18 09:55:58.631502
Person,1,0,2021-12-18 09:56:00.425104
Person,1,0,2021-12-18 09:56:03.790349
Person,0,1,2021-12-18 09:56:06.370805
Person,1,0,2021-12-18 09:56:07.406143
Person,1,0,2021-12-18 09:56:11.761495
Person,0,1,2021-12-18 09:56:15.840518
Person,1,0,2021-12-18 09:56:26.143892
Person,1,0,2021-12-18 09:56:30.254908
Person,0,2,2021-12-18 09:56:30.508499
Person,1,0,2021-12-18 09:56:33.329640
Person,0,1,2021-12-18 09:56:38.217651
Person,1,0,2021-12-18 09:56:45.190156
Person,1,0,2021-12-18 09:57:02.505592
Person,0,1,2021-12-18 09:57:23.983166
Person,1,0,2021-12-18 09:57:25.779577
Person,1,0,2021-12-18 09:57:26.810460
Person,0,1,2021-12-18 09:57:29.131061
Person,0,1,2021-12-18 09:57:36.598649
Person,1,0,2021-12-18 09:57:38.158471
Person,0,1,2021-12-18 09:57:38.670580
Person,1,0,2021-12-18 09:57:39.184677
Person,1,0,2021-12-18 09:57:48.966175
Person,0,1,2021-12-18 09:57:50.514081
Person,1,0,2021-12-18 09:57:51.289621
Person,0,1,2021-12-18 09:57:51.548046
Person,0,1,2021-12-18 09:57:52.591233
Person,0,1,2021-12-18 09:57:53.620375
Person,1,0,2021-12-18 09:57:54.132875
Person,1,0,2021-12-18 09:57:57.241025
Person,0,1,2021-12-18 09:57:58.012866
Person,1,0,2021-12-18 09:57:58.529402
Person,1,0,2021-12-18 09:57:59.058024
Person,1,0,2021-12-18 09:58:01.352987
Person,0,1,2021-12-18 09:58:01.611526
Person,0,1,2021-12-18 09:58:04.736197
Person,1,0,2021-12-18 09:58:05.249784
Person,0,1,2021-12-18 09:58:07.053411
Person,0,1,2021-12-18 09:58:14.543766
Person,1,0,2021-12-18 09:58:24.665768
Person,0,1,2021-12-18 09:58:26.500224
Person,1,0,2021-12-18 09:58:27.014548
Person,0,1,2021-12-18 09:58:27.272857
Person,0,1,2021-12-18 09:58:31.415881
Person,1,0,2021-12-18 09:58:35.803256
Person,1,0,2021-12-18 09:58:49.057394
Person,1,0,2021-12-18 09:58:53.475268
Person,1,0,2021-12-18 09:59:00.212435
Person,0,1,2021-12-18 09:59:04.084314
Person,0,1,2021-12-18 09:59:18.595067
Person,0,1,2021-12-18 09:59:19.633186
Person,1,0,2021-12-18 09:59:20.146940
Person,1,0,2021-12-18 09:59:27.981908
Person,0,1,2021-12-18 09:59:37.637215
Person,1,0,2021-12-18 09:59:38.160581
Person,0,1,2021-12-18 09:59:38.419310
Person,0,1,2021-12-18 09:59:43.876645
Person,0,1,2021-12-18 10:00:13.799810
Person,1,0,2021-12-18 10:00:14.054793
Person,0,1,2021-12-18 10:00:27.790368
Person,0,1,2021-12-18 10:00:32.221536
Person,1,0,2021-12-18 10:00:33.247222
Person,0,1,2021-12-18 10:00:33.503593
Person,0,1,2021-12-18 10:00:51.079027
Person,1,0,2021-12-18 10:00:51.332248
Person,0,1,2021-12-18 10:00:52.632885
Person,1,0,2021-12-18 10:00:52.892044
Person,1,0,2021-12-18 10:01:01.134615
Person,1,0,2021-12-18 10:01:02.186270
Person,0,1,2021-12-18 10:01:12.757464
Person,1,0,2021-12-18 10:01:19.163063
Person,0,1,2021-12-18 10:01:22.002971
Person,1,0,2021-12-18 10:01:25.377584
Person,1,0,2021-12-18 10:01:29.494334
Person,0,1,2021-12-18 10:01:30.795047
Person,0,1,2021-12-18 10:01:34.931486
Person,1,0,2021-12-18 10:01:35.963287
Person,1,0,2021-12-18 10:01:40.113441
Person,0,1,2021-12-18 10:01:44.258839
Person,1,0,2021-12-18 10:01:44.774730
Person,0,1,2021-12-18 10:01:46.329458
Person,0,1,2021-12-18 10:02:15.703238
Person,1,0,2021-12-18 10:02:26.287469
Person,1,0,2021-12-18 10:02:34.347294
Person,0,1,2021-12-18 10:02:35.658900
Person,0,1,2021-12-18 10:02:38.506075
Person,0,1,2021-12-18 10:02:48.687846
Person,1,0,2021-12-18 10:02:48.943883
Person,1,0,2021-12-18 10:02:51.009395
Person,1,0,2021-12-18 10:02:52.816211
Person,0,1,2021-12-18 10:02:53.071125
Person,1,0,2021-12-18 10:02:59.561746
Person,1,0,2021-12-18 10:03:02.936729
Person,0,1,2021-12-18 10:03:09.655994
Person,1,0,2021-12-18 10:03:09.916041
Person,0,1,2021-12-18 10:03:10.174882
Person,0,1,2021-12-18 10:03:14.839663
Person,1,0,2021-12-18 10:03:16.651991
Person,0,1,2021-12-18 10:03:24.683178
Person,0,1,2021-12-18 10:03:25.460452
Person,1,0,2021-12-18 10:03:25.719755
Person,0,1,2021-12-18 10:03:26.498892
Person,0,1,2021-12-18 10:03:29.867629
Person,1,0,2021-12-18 10:03:30.123897
Person,1,0,2021-12-18 10:03:31.406967
Person,1,0,2021-12-18 10:03:32.985381
Person,0,1,2021-12-18 10:03:33.242896
Person,1,0,2021-12-18 10:03:33.758108
Person,0,1,2021-12-18 10:03:41.007147
Person,0,1,2021-12-18 10:03:43.848717
Person,1,0,2021-12-18 10:03:44.107101
Person,0,1,2021-12-18 10:03:46.429834
Person,1,0,2021-12-18 10:03:50.834935
Person,0,1,2021-12-18 10:03:52.126739
Person,1,0,2021-12-18 10:03:52.386946
Person,1,0,2021-12-18 10:03:53.696616
Person,1,0,2021-12-18 10:03:54.732159
Person,0,1,2021-12-18 10:04:12.606392
Person,0,1,2021-12-18 10:04:30.969389
Person,1,0,2021-12-18 10:04:31.746278
Person,1,0,2021-12-18 10:05:03.890370
Person,0,1,2021-12-18 10:05:04.149111
Person,0,1,2021-12-18 10:05:20.177368
Person,1,0,2021-12-18 10:05:22.506015
Person,1,0,2021-12-18 10:05:23.275932
Person,1,0,2021-12-18 10:05:27.424375
Person,0,1,2021-12-18 10:05:27.941525
Person,0,1,2021-12-18 10:05:44.775618
Person,1,0,2021-12-18 10:05:52.043301
Person,1,0,2021-12-18 10:05:54.619106
Person,0,1,2021-12-18 10:05:59.250931
Person,0,1,2021-12-18 10:06:01.057120
Person,1,0,2021-12-18 10:06:01.373771
Person,1,0,2021-12-18 10:06:03.931857
Person,2,0,2021-12-18 10:06:06.041575
Person,0,2,2021-12-18 10:06:06.305892
Person,1,0,2021-12-18 10:06:06.829850
Person,0,1,2021-12-18 10:06:07.108668
Person,0,1,2021-12-18 10:06:07.904093
Person,1,0,2021-12-18 10:06:15.855772
Person,0,1,2021-12-18 10:06:26.716570
Person,1,0,2021-12-18 10:06:32.582964
Person,1,0,2021-12-18 10:06:34.720412
Person,0,1,2021-12-18 10:06:35.774494
Person,1,0,2021-12-18 10:06:36.036770
Person,0,1,2021-12-18 10:06:36.315954
Person,1,0,2021-12-18 10:06:36.843502
Person,1,0,2021-12-18 10:06:38.686075
Person,1,0,2021-12-18 10:06:41.630299
Person,0,1,2021-12-18 10:06:42.421129
Person,1,0,2021-12-18 10:06:43.474043
Person,0,1,2021-12-18 10:06:44.004238
Person,1,0,2021-12-18 10:06:45.319920
Person,1,0,2021-12-18 10:06:45.582946
Person,0,1,2021-12-18 10:06:45.844771
Person,1,0,2021-12-18 10:06:48.509442
Person,0,1,2021-12-18 10:06:51.686878
Person,1,0,2021-12-18 10:06:56.200397
Person,0,1,2021-12-18 10:07:00.406244
Person,1,0,2021-12-18 10:07:00.670431
Person,0,1,2021-12-18 10:07:02.245764
Person,1,0,2021-12-18 10:07:02.766045
Person,0,1,2021-12-18 10:07:03.029724
Person,1,0,2021-12-18 10:07:08.900962
Person,0,1,2021-12-18 10:07:09.431371
Person,1,0,2021-12-18 10:07:09.961926
Person,0,1,2021-12-18 10:07:12.335758
Person,1,0,2021-12-18 10:07:14.193992
Object_Type,moved_left,moved_right,Time
Person,0,1,2021-12-18 11:18:12.171339
Person,0,1,2021-12-18 11:18:14.014782
Person,1,0,2021-12-18 11:18:14.277176
Person,1,0,2021-12-18 11:18:16.417586
Person,1,0,2021-12-18 11:18:20.953043
Person,0,1,2021-12-18 11:18:29.101667
Person,1,0,2021-12-18 11:18:29.471522
Person,0,1,2021-12-18 11:18:33.010910
Person,1,0,2021-12-18 11:18:34.546371
Person,1,0,2021-12-18 11:18:35.117490
Person,0,1,2021-12-18 11:18:35.449160
Person,1,0,2021-12-18 11:18:36.262465
Person,0,1,2021-12-18 11:18:36.522621
Person,1,0,2021-12-18 11:18:36.786954
Person,0,1,2021-12-18 11:18:37.326482
Person,1,0,2021-12-18 11:18:40.542281
Person,1,0,2021-12-18 11:18:41.608151
Person,0,1,2021-12-18 11:18:50.384048
Person,1,0,2021-12-18 11:18:50.649175
Person,0,1,2021-12-18 11:18:50.914771
Person,1,0,2021-12-18 11:18:51.181301
Person,0,1,2021-12-18 11:18:52.959372
Person,0,1,2021-12-18 11:18:53.747426
Person,1,0,2021-12-18 11:18:54.009913
Person,0,1,2021-12-18 11:18:54.274274
Person,0,1,2021-12-18 11:18:54.818692
Person,1,0,2021-12-18 11:18:57.743328
Person,1,0,2021-12-18 11:19:04.896646
Person,1,0,2021-12-18 11:19:06.235168
Person,0,2,2021-12-18 11:19:06.511842
Person,1,0,2021-12-18 11:19:06.780364
Person,1,0,2021-12-18 11:19:07.049026
Person,1,0,2021-12-18 11:19:07.836688
Person,0,1,2021-12-18 11:19:08.100094
Person,1,0,2021-12-18 11:19:09.159635
Person,1,0,2021-12-18 11:19:10.777657
Person,0,1,2021-12-18 11:19:12.726643
Person,1,0,2021-12-18 11:19:12.989151
Person,0,1,2021-12-18 11:19:14.312806
Person,0,1,2021-12-18 11:19:15.928396
Person,1,0,2021-12-18 11:19:16.459061
Person,0,1,2021-12-18 11:20:10.360241
Person,1,0,2021-12-18 11:20:16.163242
Person,1,0,2021-12-18 11:20:44.970667
Person,0,1,2021-12-18 11:20:50.264677
Person,1,0,2021-12-18 11:20:54.459742
Person,0,1,2021-12-18 11:20:54.728021
Person,0,1,2021-12-18 11:20:57.067453
Person,0,1,2021-12-18 11:21:08.940454
Person,1,0,2021-12-18 11:21:16.568150
Person,0,1,2021-12-18 11:21:17.124374
Person,0,1,2021-12-18 11:21:20.816596
Person,1,0,2021-12-18 11:21:21.860336
Person,0,1,2021-12-18 11:21:23.436980
Person,1,0,2021-12-18 11:21:36.353613
Person,0,1,2021-12-18 11:21:36.880444
Person,1,0,2021-12-18 11:21:46.920403
Person,0,1,2021-12-18 11:21:47.183032
Person,0,1,2021-12-18 11:22:02.093498
Person,1,0,2021-12-18 11:22:07.699844
Person,1,0,2021-12-18 11:23:01.344755
Person,0,1,2021-12-18 11:23:09.590630
Person,1,0,2021-12-18 11:23:12.227443
Person,1,0,2021-12-18 11:23:38.456506
Person,1,0,2021-12-18 11:23:47.766975
Person,0,1,2021-12-18 11:24:01.850601
Person,1,0,2021-12-18 11:24:05.036217
Person,0,1,2021-12-18 11:24:05.304151
Person,1,0,2021-12-18 11:24:10.910891
Person,1,0,2021-12-18 11:24:13.543318
Person,0,1,2021-12-18 11:24:13.808004
Person,1,0,2021-12-18 11:24:18.759986
Person,1,0,2021-12-18 11:24:19.562692
Person,1,0,2021-12-18 11:24:32.307513
Person,0,1,2021-12-18 11:24:37.915550
Person,0,2,2021-12-18 11:24:39.771532
Person,1,0,2021-12-18 11:24:42.713693
Person,0,1,2021-12-18 11:24:44.289559
Person,0,1,2021-12-18 11:24:45.378373
Person,0,1,2021-12-18 11:24:46.711065
Person,0,1,2021-12-18 11:24:53.880896
Person,2,0,2021-12-18 11:24:57.089967
Person,1,0,2021-12-18 11:25:01.035064
Car,1,0,2021-12-18 11:25:03.139893
Person,0,1,2021-12-18 11:25:10.545941
Person,0,1,2021-12-18 11:25:12.903010
Person,0,1,2021-12-18 11:25:18.438040
Person,1,0,2021-12-18 11:25:20.009206
Person,0,1,2021-12-18 11:25:27.157310
Person,1,0,2021-12-18 11:25:27.956659
Person,1,0,2021-12-18 11:25:28.751061
Person,0,1,2021-12-18 11:25:30.855035
Person,0,1,2021-12-18 11:25:32.169259
Person,1,0,2021-12-18 11:25:36.692217
Person,1,0,2021-12-18 11:25:37.749264
Person,0,1,2021-12-18 11:25:38.010404
Person,1,0,2021-12-18 11:25:39.627095
Person,0,1,2021-12-18 11:25:39.892244
Person,1,0,2021-12-18 11:25:42.514788
Car,1,0,2021-12-18 11:25:43.300964
Car,1,0,2021-12-18 11:25:44.876211
Person,1,0,2021-12-18 11:25:51.773339
Person,1,0,2021-12-18 11:25:55.218347
Person,0,1,2021-12-18 11:25:55.485497
Person,1,0,2021-12-18 11:25:56.534239
Person,0,1,2021-12-18 11:25:57.585067
Person,1,0,2021-12-18 11:26:01.813344
Bicycle,1,0,2021-12-18 11:26:03.432912
Person,0,1,2021-12-18 11:26:03.974581
Bicycle,1,0,2021-12-18 11:26:05.057628
Person,1,0,2021-12-18 11:26:07.966139
Person,0,1,2021-12-18 11:26:08.235870
Person,1,0,2021-12-18 11:26:09.050136
Person,1,0,2021-12-18 11:26:10.379939
Person,1,0,2021-12-18 11:26:17.254618
Bicycle,0,1,2021-12-18 11:26:25.405629
Bicycle,0,1,2021-12-18 11:26:26.458851
Person,0,1,2021-12-18 11:26:28.591503
Person,0,1,2021-12-18 11:26:31.783802
Person,1,0,2021-12-18 11:26:32.048868
Person,0,1,2021-12-18 11:26:33.119804
Person,1,0,2021-12-18 11:26:40.818147
Person,1,0,2021-12-18 11:26:41.619236
Person,1,0,2021-12-18 11:26:43.490233
Person,0,1,2021-12-18 11:26:55.486072
Person,1,0,2021-12-18 11:26:56.836684
Bicycle,1,0,2021-12-18 11:26:59.250822
Bicycle,1,0,2021-12-18 11:27:02.714267
Person,0,1,2021-12-18 11:27:05.376392
Person,1,0,2021-12-18 11:27:11.248805
Person,1,0,2021-12-18 11:27:29.338924
Person,1,0,2021-12-18 11:27:29.874352
Person,0,1,2021-12-18 11:27:31.738549
Person,0,1,2021-12-18 11:27:32.530795
Person,0,1,2021-12-18 11:27:33.602218
Person,0,1,2021-12-18 11:27:36.264821
Person,1,0,2021-12-18 11:27:36.529324
Person,0,1,2021-12-18 11:27:36.793278
Person,0,1,2021-12-18 11:27:39.420560
Person,0,1,2021-12-18 11:27:39.951362
Person,2,0,2021-12-18 11:27:49.548026
Person,0,1,2021-12-18 11:27:49.814574
Person,0,1,2021-12-18 11:27:51.126980
Person,1,0,2021-12-18 11:27:54.013501
Person,0,1,2021-12-18 11:28:00.370794
Person,1,0,2021-12-18 11:28:03.548734
