Object_Type,moved_left,moved_right,Time
Person,1,0,2021-12-18 08:48:10.340193
Person,1,0,2021-12-18 08:48:26.890722
Person,0,1,2021-12-18 08:48:27.404453
Person,1,0,2021-12-18 08:48:47.565463
Person,0,1,2021-12-18 08:48:48.597619
Person,1,0,2021-12-18 08:49:27.703906
Person,1,0,2021-12-18 08:49:29.984119
Person,1,0,2021-12-18 08:49:38.958370
Person,0,1,2021-12-18 08:49:40.236775
Person,1,0,2021-12-18 08:49:59.612313
Person,1,0,2021-12-18 08:50:11.333090
Person,1,0,2021-12-18 08:50:13.919258
Person,1,0,2021-12-18 08:50:16.473626
Person,0,1,2021-12-18 08:50:17.243769
Person,1,0,2021-12-18 08:50:17.747376
Person,0,1,2021-12-18 08:50:22.566073
Person,1,0,2021-12-18 08:50:28.690742
Person,0,1,2021-12-18 08:50:30.251119
Person,1,0,2021-12-18 08:50:34.886347
Person,0,1,2021-12-18 08:50:37.925875
Person,1,0,2021-12-18 08:50:53.164357
Person,0,1,2021-12-18 08:50:54.433518
Person,1,0,2021-12-18 08:51:07.821510
Person,0,1,2021-12-18 08:51:13.398619
Person,1,0,2021-12-18 08:51:17.992098
Person,0,1,2021-12-18 08:51:28.936675
Person,1,0,2021-12-18 08:51:31.223893
Person,0,1,2021-12-18 08:51:31.477708
Person,0,1,2021-12-18 08:51:34.032716
Person,1,0,2021-12-18 08:51:42.631977
Person,0,1,2021-12-18 08:51:44.423924
Person,1,0,2021-12-18 08:51:54.599933
Person,1,0,2021-12-18 08:52:00.738374
Person,1,0,2021-12-18 08:52:17.864212
Person,1,0,2021-12-18 08:52:19.669668
Person,0,1,2021-12-18 08:52:27.815993
Person,0,1,2021-12-18 08:52:31.871165
Person,0,1,2021-12-18 08:52:32.122942
Person,1,0,2021-12-18 08:52:32.377280
Person,1,0,2021-12-18 08:52:32.628480
Person,0,1,2021-12-18 08:52:33.134932
Person,1,0,2021-12-18 08:52:34.142050
Person,0,1,2021-12-18 08:52:40.277280
Person,1,0,2021-12-18 08:52:40.532087
Person,1,0,2021-12-18 08:52:45.401363
Person,1,0,2021-12-18 08:52:57.300853
Person,0,1,2021-12-18 08:53:01.105047
Person,0,1,2021-12-18 08:53:15.192050
Person,0,1,2021-12-18 08:53:33.378258
Person,1,0,2021-12-18 08:53:33.644725
Person,0,1,2021-12-18 08:53:33.905670
Person,2,0,2021-12-18 08:53:34.157903
Person,0,1,2021-12-18 08:53:34.410853
Person,0,1,2021-12-18 08:53:41.822479
Person,1,0,2021-12-18 08:53:43.891924
Person,0,1,2021-12-18 08:53:44.404959
Person,1,0,2021-12-18 08:53:49.266844
Person,0,1,2021-12-18 08:54:00.461425
Person,1,0,2021-12-18 08:54:02.263931
Person,1,0,2021-12-18 08:54:04.580317
Person,0,1,2021-12-18 08:54:12.221763
Person,1,0,2021-12-18 08:54:16.861718
Person,0,1,2021-12-18 08:54:17.635226
Person,0,1,2021-12-18 08:54:22.193819
Person,0,1,2021-12-18 08:54:34.659680
Person,1,0,2021-12-18 08:54:36.195851
Person,0,1,2021-12-18 08:54:46.356414
Person,0,1,2021-12-18 08:54:52.235714
Person,0,1,2021-12-18 08:54:58.329761
Person,0,1,2021-12-18 08:55:09.079505
Person,1,0,2021-12-18 08:55:27.806556
Person,1,0,2021-12-18 08:55:40.660950
Person,0,2,2021-12-18 08:55:41.172703
Person,1,0,2021-12-18 08:55:42.926458
Person,0,1,2021-12-18 08:55:55.084231
Person,1,0,2021-12-18 08:55:55.336616
Person,0,1,2021-12-18 08:56:10.043091
Person,0,1,2021-12-18 08:56:25.832025
Person,0,1,2021-12-18 08:56:29.700510
Person,1,0,2021-12-18 08:56:33.017720
Person,0,1,2021-12-18 08:56:36.861360
Person,1,0,2021-12-18 08:56:42.228746
Person,0,1,2021-12-18 08:56:42.745073
Person,1,0,2021-12-18 08:56:44.527730
Person,1,0,2021-12-18 08:56:46.618569
Person,1,0,2021-12-18 08:56:47.906044
Person,1,0,2021-12-18 08:56:53.806223
Person,0,1,2021-12-18 08:56:55.352633
Person,1,0,2021-12-18 08:56:55.856674
Person,1,0,2021-12-18 08:57:15.778720
Person,0,1,2021-12-18 08:57:33.648863
Person,1,0,2021-12-18 08:57:33.900636
Person,1,0,2021-12-18 08:57:41.545778
Person,1,0,2021-12-18 08:57:59.656891
Person,0,1,2021-12-18 08:57:59.911571
Person,1,0,2021-12-18 08:58:00.678711
Person,1,0,2021-12-18 08:58:01.691983
Person,0,1,2021-12-18 08:58:01.959214
Person,0,1,2021-12-18 08:58:04.520190
Person,1,0,2021-12-18 08:58:09.646044
Person,0,1,2021-12-18 08:58:29.129589
Person,1,0,2021-12-18 08:58:51.654347
Person,1,0,2021-12-18 08:58:51.912107
Person,1,0,2021-12-18 08:59:07.265415
Person,1,0,2021-12-18 08:59:11.637286
Person,0,1,2021-12-18 08:59:11.902867
Person,0,1,2021-12-18 08:59:12.154269
Person,1,0,2021-12-18 08:59:12.935113
Person,0,1,2021-12-18 08:59:14.722445
Person,1,0,2021-12-18 08:59:14.975530
Person,0,1,2021-12-18 08:59:15.229268
Person,1,0,2021-12-18 08:59:15.739121
Person,1,0,2021-12-18 08:59:19.804112
Person,0,1,2021-12-18 08:59:21.325660
Person,1,0,2021-12-18 08:59:28.992478
Person,0,1,2021-12-18 08:59:29.754341
Person,0,1,2021-12-18 08:59:43.511204
Person,0,1,2021-12-18 08:59:45.805621
Person,1,0,2021-12-18 08:59:50.116859
Person,0,1,2021-12-18 09:00:02.077372
Person,1,0,2021-12-18 09:00:04.622452
Person,0,1,2021-12-18 09:00:17.378740
Person,0,1,2021-12-18 09:00:22.716835
Person,1,0,2021-12-18 09:00:23.521577
Person,0,2,2021-12-18 09:00:24.028017
Person,1,0,2021-12-18 09:00:24.790574
Person,0,1,2021-12-18 09:00:29.338906
Person,1,0,2021-12-18 09:00:43.653759
Person,0,1,2021-12-18 09:00:43.904364
Person,0,1,2021-12-18 09:00:56.411298
Person,1,0,2021-12-18 09:01:26.318191
Person,0,1,2021-12-18 09:01:41.916332
Person,1,0,2021-12-18 09:01:43.956636
Person,0,1,2021-12-18 09:01:50.066692
Person,1,0,2021-12-18 09:01:53.928399
Person,0,1,2021-12-18 09:02:12.590080
Person,1,0,2021-12-18 09:02:13.102477
Person,0,1,2021-12-18 09:02:16.653604
Person,1,0,2021-12-18 09:02:16.910920
Person,0,1,2021-12-18 09:02:17.417708
Person,0,1,2021-12-18 09:02:34.411604
Person,0,1,2021-12-18 09:02:34.913578
Person,1,0,2021-12-18 09:02:35.167777
Person,0,1,2021-12-18 09:02:36.929754
Person,1,0,2021-12-18 09:02:38.210522
Person,0,1,2021-12-18 09:02:41.534090
Person,1,0,2021-12-18 09:02:43.329220
Person,0,1,2021-12-18 09:02:43.839373
Person,1,0,2021-12-18 09:02:55.292646
Person,0,1,2021-12-18 09:02:55.546562
Person,0,1,2021-12-18 09:02:56.307693
Person,0,1,2021-12-18 09:02:59.622623
Person,0,1,2021-12-18 09:03:00.130077
Person,1,0,2021-12-18 09:03:02.962527
Person,0,1,2021-12-18 09:03:06.047287
Person,0,1,2021-12-18 09:03:07.327047
Person,1,0,2021-12-18 09:03:08.093547
Person,0,1,2021-12-18 09:03:08.351239
Person,0,1,2021-12-18 09:03:09.380110
Person,0,1,2021-12-18 09:03:13.249687
Person,0,1,2021-12-18 09:03:17.091399
Person,0,1,2021-12-18 09:03:34.636249
Person,1,0,2021-12-18 09:03:34.899749
Person,0,1,2021-12-18 09:03:35.672591
Person,1,0,2021-12-18 09:03:35.931473
Person,0,1,2021-12-18 09:04:11.595002
Person,0,1,2021-12-18 09:04:11.852926
Person,1,0,2021-12-18 09:04:15.462655
Person,1,0,2021-12-18 09:05:03.971105
Person,0,1,2021-12-18 09:05:04.476063
Person,1,0,2021-12-18 09:05:07.566302
Person,0,1,2021-12-18 09:05:10.402711
Person,0,1,2021-12-18 09:06:48.404645
Person,1,0,2021-12-18 09:06:48.664963
Person,0,1,2021-12-18 09:06:50.450795
Person,1,0,2021-12-18 09:06:51.987918
Person,0,1,2021-12-18 09:06:52.244455
Person,0,1,2021-12-18 09:06:53.272057
Person,1,0,2021-12-18 09:06:53.784649
Person,0,1,2021-12-18 09:06:54.295425
Person,2,0,2021-12-18 09:06:55.067697
Person,1,0,2021-12-18 09:06:57.885540
Person,1,0,2021-12-18 09:06:58.908308
Person,1,0,2021-12-18 09:06:59.423282
Person,0,1,2021-12-18 09:07:03.769698
Person,1,0,2021-12-18 09:07:04.544384
Person,0,1,2021-12-18 09:07:07.109926
Person,1,0,2021-12-18 09:07:08.402527
Person,0,1,2021-12-18 09:07:08.927140
Person,0,1,2021-12-18 09:07:14.604414
Person,1,0,2021-12-18 09:07:27.848812
Person,1,0,2021-12-18 09:07:31.697592
Person,0,1,2021-12-18 09:07:34.296003
Person,1,0,2021-12-18 09:07:35.063969
Person,0,1,2021-12-18 09:07:35.321287
Person,1,0,2021-12-18 09:07:42.795906
Person,0,1,2021-12-18 09:07:43.822984
Person,0,1,2021-12-18 09:07:47.471227
Person,1,0,2021-12-18 09:07:53.105360
Person,1,0,2021-12-18 09:08:00.539498
Person,0,1,2021-12-18 09:08:02.829006
Person,1,0,2021-12-18 09:08:03.080051
Person,0,1,2021-12-18 09:08:05.176352
Person,1,0,2021-12-18 09:08:08.268249
Person,1,0,2021-12-18 09:08:11.075326
Person,1,0,2021-12-18 09:08:21.083345
Person,0,1,2021-12-18 09:08:22.884413
Person,1,0,2021-12-18 09:08:23.397003
Person,0,1,2021-12-18 09:08:24.167506
Person,1,0,2021-12-18 09:08:24.424195
Person,1,0,2021-12-18 09:08:24.682836
Person,0,1,2021-12-18 09:08:24.939945
Person,0,1,2021-12-18 09:08:26.503608
Person,0,1,2021-12-18 09:08:27.017727
Person,0,1,2021-12-18 09:08:27.787935
Person,0,1,2021-12-18 09:08:31.900767
Person,0,1,2021-12-18 09:08:38.353696
Person,1,0,2021-12-18 09:08:41.182183
Person,0,1,2021-12-18 09:08:51.230291
Person,1,0,2021-12-18 09:08:52.510970
Person,1,0,2021-12-18 09:08:53.017625
Person,0,1,2021-12-18 09:08:54.566603
Person,1,0,2021-12-18 09:08:55.614168
Person,1,0,2021-12-18 09:09:03.594515
Person,1,0,2021-12-18 09:09:08.499933
Person,0,1,2021-12-18 09:09:08.779512
Person,0,1,2021-12-18 09:09:10.307916
Person,1,0,2021-12-18 09:09:10.810391
Person,0,1,2021-12-18 09:09:15.129387
Person,0,1,2021-12-18 09:09:16.142716
Person,1,0,2021-12-18 09:09:16.671700
Person,0,1,2021-12-18 09:09:16.929465
Person,0,1,2021-12-18 09:09:21.289805
Person,0,1,2021-12-18 09:09:22.342777
Person,1,0,2021-12-18 09:09:23.636518
Person,0,1,2021-12-18 09:09:24.419124
Person,0,1,2021-12-18 09:09:30.518063
Person,0,1,2021-12-18 09:09:32.314846
Person,1,0,2021-12-18 09:09:32.818376
Person,0,1,2021-12-18 09:09:37.674434
Person,1,0,2021-12-18 09:09:41.240807
Person,0,1,2021-12-18 09:09:41.494042
Person,1,0,2021-12-18 09:09:42.506725
Person,0,1,2021-12-18 09:09:42.756569
Person,0,1,2021-12-18 09:09:49.340816
Person,1,0,2021-12-18 09:09:49.856554
Person,1,0,2021-12-18 09:09:50.622393
Person,0,1,2021-12-18 09:09:50.874988
Person,2,0,2021-12-18 09:09:52.401505
Person,0,1,2021-12-18 09:09:52.654541
Person,0,1,2021-12-18 09:09:52.910760
Person,0,1,2021-12-18 09:09:55.208353
Person,1,0,2021-12-18 09:09:55.712936
Person,0,1,2021-12-18 09:10:00.333011
Person,0,1,2021-12-18 09:10:08.858536
Person,0,1,2021-12-18 09:10:14.472166
Person,1,0,2021-12-18 09:10:14.728029
Person,0,1,2021-12-18 09:10:15.749304
Person,1,0,2021-12-18 09:10:23.128412
Person,1,0,2021-12-18 09:10:34.339542
Person,0,1,2021-12-18 09:10:34.587292
Person,1,0,2021-12-18 09:10:44.034088
Person,1,0,2021-12-18 09:10:56.624592
Person,1,0,2021-12-18 09:11:00.194892
Person,0,1,2021-12-18 09:11:00.445697
Person,0,1,2021-12-18 09:11:01.468899
Person,1,0,2021-12-18 09:11:13.899321
Person,0,1,2021-12-18 09:11:29.962829
Person,0,1,2021-12-18 09:11:32.026304
Person,2,0,2021-12-18 09:11:34.082226
Person,0,1,2021-12-18 09:11:34.336056
Person,1,0,2021-12-18 09:11:36.111507
Person,1,0,2021-12-18 09:11:37.419950
Person,0,1,2021-12-18 09:11:37.674649
Person,1,0,2021-12-18 09:11:37.925939
Person,0,1,2021-12-18 09:11:38.179399
Person,1,0,2021-12-18 09:11:39.700625
Person,1,0,2021-12-18 09:11:40.471440
Person,0,1,2021-12-18 09:11:46.819263
Person,1,0,2021-12-18 09:11:52.410409
Person,0,1,2021-12-18 09:11:59.288803
Person,1,0,2021-12-18 09:12:00.569761
Person,1,0,2021-12-18 09:12:07.465718
Person,0,1,2021-12-18 09:12:12.098191
Person,0,1,2021-12-18 09:12:18.534901
Person,1,0,2021-12-18 09:12:18.791728
Person,0,1,2021-12-18 09:12:20.344947
Person,1,0,2021-12-18 09:12:20.620007
Person,0,1,2021-12-18 09:12:29.090360
Person,0,1,2021-12-18 09:12:30.879428
Person,1,0,2021-12-18 09:12:38.089324
Person,0,1,2021-12-18 09:12:49.310653
Person,1,0,2021-12-18 09:12:52.870145
Person,0,1,2021-12-18 09:12:56.989491
Person,1,0,2021-12-18 09:12:57.244232
Person,0,1,2021-12-18 09:12:58.527897
Person,1,0,2021-12-18 09:13:02.654612
Person,0,1,2021-12-18 09:13:06.307912
Person,1,0,2021-12-18 09:13:07.338731
Person,0,1,2021-12-18 09:13:09.920333
Person,0,1,2021-12-18 09:13:13.026461
Person,0,1,2021-12-18 09:13:21.977109
Person,1,0,2021-12-18 09:13:22.231380
Person,1,0,2021-12-18 09:13:26.810188
Person,1,0,2021-12-18 09:13:30.892528
Person,0,1,2021-12-18 09:13:31.151739
Person,1,0,2021-12-18 09:13:39.800526
Person,0,1,2021-12-18 09:13:40.309579
Person,1,0,2021-12-18 09:13:40.565606
Person,0,1,2021-12-18 09:13:41.074347
Person,0,1,2021-12-18 09:13:42.603158
Person,1,0,2021-12-18 09:13:43.889219
Person,1,0,2021-12-18 09:13:44.696380
Person,1,0,2021-12-18 09:13:47.258892
Person,0,1,2021-12-18 09:13:47.522325
Person,0,1,2021-12-18 09:13:48.529532
Person,1,0,2021-12-18 09:13:49.815441
Person,0,1,2021-12-18 09:13:54.404275
Person,1,0,2021-12-18 09:13:56.981944
Person,0,1,2021-12-18 09:13:57.238429
Person,1,0,2021-12-18 09:13:58.011978
Person,0,1,2021-12-18 09:13:59.298906
Person,1,0,2021-12-18 09:14:03.410115
Person,0,1,2021-12-18 09:14:05.221272
Person,0,1,2021-12-18 09:14:06.281333
Person,1,0,2021-12-18 09:14:09.373835
Person,0,1,2021-12-18 09:14:13.270668
Person,1,0,2021-12-18 09:14:14.318940
Person,0,1,2021-12-18 09:14:15.860160
Person,1,0,2021-12-18 09:14:23.123384
Person,1,0,2021-12-18 09:14:26.215889
Person,0,1,2021-12-18 09:14:26.473960
Person,0,1,2021-12-18 09:14:29.331754
Person,1,0,2021-12-18 09:14:29.591696
Person,1,0,2021-12-18 09:14:29.851015
Person,0,1,2021-12-18 09:14:30.886438
Person,1,0,2021-12-18 09:14:32.706469
Person,1,0,2021-12-18 09:14:37.611971
Person,0,1,2021-12-18 09:14:38.120959
Person,0,1,2021-12-18 09:14:38.376752
Person,1,0,2021-12-18 09:14:38.632859
Person,1,0,2021-12-18 09:14:40.170093
Person,0,1,2021-12-18 09:14:40.678113
Person,1,0,2021-12-18 09:14:42.465277
Person,0,2,2021-12-18 09:14:42.720815
Person,1,0,2021-12-18 09:14:43.257373
Person,1,0,2021-12-18 09:14:46.109086
Person,0,1,2021-12-18 09:14:46.367111
Person,0,1,2021-12-18 09:14:49.456914
Person,1,0,2021-12-18 09:14:49.713590
Person,1,0,2021-12-18 09:14:52.287468
Person,0,1,2021-12-18 09:14:56.952873
Person,1,0,2021-12-18 09:14:57.206874
Person,0,1,2021-12-18 09:14:57.464086
Person,0,1,2021-12-18 09:14:57.972531
Person,1,0,2021-12-18 09:14:58.486573
Person,0,1,2021-12-18 09:15:07.241229
Person,1,0,2021-12-18 09:15:07.509386
Person,1,0,2021-12-18 09:15:18.853190
Person,1,0,2021-12-18 09:15:40.513698
Person,1,0,2021-12-18 09:15:42.046613
Person,0,1,2021-12-18 09:15:44.341154
Person,1,0,2021-12-18 09:15:46.626570
Person,0,1,2021-12-18 09:15:46.879877
Person,0,1,2021-12-18 09:15:48.161987
Person,1,0,2021-12-18 09:15:48.676243
Person,0,1,2021-12-18 09:15:49.708723
Person,1,0,2021-12-18 09:15:50.985913
Person,0,1,2021-12-18 09:15:51.241449
Person,0,1,2021-12-18 09:15:51.756208
Person,1,0,2021-12-18 09:15:53.813226
Person,1,0,2021-12-18 09:15:55.640486
Person,0,1,2021-12-18 09:15:56.415659
Person,1,0,2021-12-18 09:15:56.929573
Person,1,0,2021-12-18 09:15:57.963711
Person,0,1,2021-12-18 09:15:58.738453
Person,1,0,2021-12-18 09:16:06.196882
Person,0,1,2021-12-18 09:16:07.474096
Person,1,0,2021-12-18 09:16:07.729497
Person,0,1,2021-12-18 09:16:07.985181
Person,0,1,2021-12-18 09:16:09.249372
Person,0,1,2021-12-18 09:16:13.891797
Person,1,0,2021-12-18 09:16:14.149179
Person,0,1,2021-12-18 09:16:14.403339
Person,1,0,2021-12-18 09:16:14.922140
Person,0,1,2021-12-18 09:16:18.752178
Person,1,0,2021-12-18 09:16:19.009125
Person,0,1,2021-12-18 09:16:19.265674
Person,0,1,2021-12-18 09:16:22.579353
Person,1,0,2021-12-18 09:16:22.830700
Person,0,1,2021-12-18 09:16:27.749524
Person,0,1,2021-12-18 09:16:32.879903
Person,0,1,2021-12-18 09:16:38.205121
Person,0,1,2021-12-18 09:16:50.195287
Person,1,0,2021-12-18 09:16:50.446910
Person,0,1,2021-12-18 09:16:55.338294
Person,1,0,2021-12-18 09:16:57.140238
Person,1,0,2021-12-18 09:16:57.670418
Person,1,0,2021-12-18 09:16:59.196115
Person,0,1,2021-12-18 09:16:59.709676
Person,2,0,2021-12-18 09:16:59.963556
Person,0,1,2021-12-18 09:17:06.406905
Person,1,0,2021-12-18 09:17:06.661373
Person,0,1,2021-12-18 09:17:07.435624
Person,1,0,2021-12-18 09:17:08.206022
Person,1,0,2021-12-18 09:17:10.763525
Person,1,0,2021-12-18 09:17:12.793331
Person,0,1,2021-12-18 09:17:15.833099
Person,1,0,2021-12-18 09:17:16.598245
Person,0,1,2021-12-18 09:17:16.853989
Person,0,1,2021-12-18 09:17:21.448910
Person,1,0,2021-12-18 09:17:21.701081
Person,1,0,2021-12-18 09:17:27.350240
Person,1,0,2021-12-18 09:17:28.122623
Person,1,0,2021-12-18 09:17:34.083112
Person,0,1,2021-12-18 09:17:34.871067
Person,1,0,2021-12-18 09:17:36.191880
Person,1,0,2021-12-18 09:17:37.484917
Person,1,0,2021-12-18 09:17:44.179974
Person,0,1,2021-12-18 09:17:44.691342
Person,1,0,2021-12-18 09:17:45.716232
Person,0,2,2021-12-18 09:17:46.747903
Person,0,1,2021-12-18 09:17:51.383815
Person,1,0,2021-12-18 09:17:52.681999
Person,0,1,2021-12-18 09:17:52.937149
Person,0,1,2021-12-18 09:18:00.721857
Person,1,0,2021-12-18 09:18:03.829611
Person,0,1,2021-12-18 09:18:04.086747
Person,1,0,2021-12-18 09:18:06.424550
Person,0,1,2021-12-18 09:18:06.932494
Person,1,0,2021-12-18 09:18:20.617944
Person,1,0,2021-12-18 09:18:24.215060
Person,1,0,2021-12-18 09:18:25.754166
Person,1,0,2021-12-18 09:18:31.216968
Person,0,1,2021-12-18 09:18:42.264438
Person,0,1,2021-12-18 09:18:56.746373
Person,0,1,2021-12-18 09:19:01.359871
Person,0,1,2021-12-18 09:19:07.633965
Person,1,0,2021-12-18 09:19:13.341407
Person,0,1,2021-12-18 09:19:13.597283
Person,0,1,2021-12-18 09:19:14.930451
Person,1,0,2021-12-18 09:19:15.187766
Person,0,1,2021-12-18 09:19:15.972169
Person,1,0,2021-12-18 09:19:16.229979
Person,0,1,2021-12-18 09:19:17.015756
Person,1,0,2021-12-18 09:19:20.372638
Person,0,1,2021-12-18 09:19:20.627115
Person,1,0,2021-12-18 09:19:21.169107
Person,1,0,2021-12-18 09:19:26.859764
Person,0,1,2021-12-18 09:19:27.383274
Person,0,1,2021-12-18 09:19:28.665704
Person,2,0,2021-12-18 09:19:28.923229
Person,0,1,2021-12-18 09:19:29.181783
Person,1,0,2021-12-18 09:19:30.465431
Person,1,0,2021-12-18 09:19:30.978715
Person,1,0,2021-12-18 09:19:37.953207
Person,1,0,2021-12-18 09:19:51.065739
Person,0,1,2021-12-18 09:19:51.334898
Person,1,0,2021-12-18 09:19:59.878259
Person,0,1,2021-12-18 09:20:00.658632
Person,0,1,2021-12-18 09:20:06.383910
Person,2,0,2021-12-18 09:20:07.157062
Person,0,1,2021-12-18 09:20:08.213926
Person,1,0,2021-12-18 09:20:08.469788
Person,0,1,2021-12-18 09:20:12.868631
Person,1,0,2021-12-18 09:20:16.759416
Person,0,1,2021-12-18 09:20:17.272503
Person,0,1,2021-12-18 09:20:21.126429
Person,1,0,2021-12-18 09:20:21.631619
Person,1,0,2021-12-18 09:20:24.781986
Person,0,1,2021-12-18 09:20:25.047315
Person,1,0,2021-12-18 09:20:25.302870
Person,0,1,2021-12-18 09:20:25.558072
Person,1,0,2021-12-18 09:20:27.617080
Person,0,1,2021-12-18 09:20:28.894999
Person,1,0,2021-12-18 09:20:29.150631
Person,0,1,2021-12-18 09:20:39.502934
Person,0,1,2021-12-18 09:20:41.046496
Person,1,0,2021-12-18 09:20:41.303799
Person,1,0,2021-12-18 09:20:53.704377
Person,0,1,2021-12-18 09:20:55.509875
Person,1,0,2021-12-18 09:20:57.834560
Person,1,0,2021-12-18 09:20:59.641060
Person,0,1,2021-12-18 09:20:59.900241
Person,0,1,2021-12-18 09:21:00.931945
Person,1,0,2021-12-18 09:21:01.191954
Person,1,0,2021-12-18 09:21:03.015970
Person,1,0,2021-12-18 09:21:10.835538
Person,0,1,2021-12-18 09:21:11.096297
Person,1,0,2021-12-18 09:21:12.393381
Person,0,1,2021-12-18 09:21:12.648588
Person,0,1,2021-12-18 09:21:13.434060
Person,1,0,2021-12-18 09:21:16.820355
Person,0,1,2021-12-18 09:21:18.903712
Person,1,0,2021-12-18 09:21:19.696539
Person,1,0,2021-12-18 09:21:22.287514
Person,0,1,2021-12-18 09:21:22.549280
Person,1,0,2021-12-18 09:21:27.799962
Person,0,1,2021-12-18 09:21:28.058459
Person,0,1,2021-12-18 09:21:30.392753
Person,1,0,2021-12-18 09:21:30.650112
Person,1,0,2021-12-18 09:21:32.973777
Person,1,0,2021-12-18 09:21:33.988715
Person,0,1,2021-12-18 09:21:34.245992
Person,1,0,2021-12-18 09:21:36.301322
Person,0,1,2021-12-18 09:21:36.556465
Person,0,1,2021-12-18 09:21:43.541293
Person,0,1,2021-12-18 09:21:45.341599
Person,1,0,2021-12-18 09:21:46.886227
Person,1,0,2021-12-18 09:21:48.973272
Person,1,0,2021-12-18 09:21:51.071888
Person,0,1,2021-12-18 09:21:51.330771
Person,1,0,2021-12-18 09:21:53.412326
Person,0,1,2021-12-18 09:21:55.478809
Person,1,0,2021-12-18 09:21:56.769863
Person,1,0,2021-12-18 09:21:58.334016
Person,1,0,2021-12-18 09:22:03.769480
Person,0,1,2021-12-18 09:22:04.030888
Person,1,0,2021-12-18 09:22:04.546467
Person,0,1,2021-12-18 09:22:04.804809
Person,1,0,2021-12-18 09:22:09.222228
Person,0,1,2021-12-18 09:22:11.291260
Person,0,1,2021-12-18 09:22:13.876223
Person,1,0,2021-12-18 09:22:14.134032
Person,1,0,2021-12-18 09:22:17.252688
Person,1,0,2021-12-18 09:22:20.628556
Person,0,1,2021-12-18 09:22:21.145850
Person,1,0,2021-12-18 09:22:23.204995
Person,0,1,2021-12-18 09:22:23.463170
Person,0,1,2021-12-18 09:22:23.988238
Person,1,0,2021-12-18 09:22:32.758456
Person,0,1,2021-12-18 09:22:33.022084
Person,1,0,2021-12-18 09:22:33.282160
Person,0,1,2021-12-18 09:23:00.500801
Person,1,0,2021-12-18 09:23:00.760189
Person,1,0,2021-12-18 09:23:40.992487
Person,0,1,2021-12-18 09:23:41.250168
Person,1,0,2021-12-18 09:23:49.014756
Person,0,1,2021-12-18 09:23:49.271810
Person,0,1,2021-12-18 09:24:07.826381
Person,1,0,2021-12-18 09:24:08.081532
Person,0,1,2021-12-18 09:24:09.868720
Person,1,0,2021-12-18 09:24:10.124853
Person,0,1,2021-12-18 09:24:10.380511
Person,1,0,2021-12-18 09:24:11.148002
Person,0,1,2021-12-18 09:24:12.944112
Person,2,0,2021-12-18 09:24:13.460460
Person,0,1,2021-12-18 09:24:15.270984
Person,0,1,2021-12-18 09:24:59.774890
Person,1,0,2021-12-18 09:25:19.935048
Person,0,1,2021-12-18 09:25:26.592331
Person,0,1,2021-12-18 09:25:29.162679
Person,1,0,2021-12-18 09:25:29.418889
Person,0,1,2021-12-18 09:25:30.190371
Person,1,0,2021-12-18 09:25:32.765031
Person,1,0,2021-12-18 09:25:51.328344
Person,0,1,2021-12-18 09:25:52.353346
Person,1,0,2021-12-18 09:26:03.703352
Person,1,0,2021-12-18 09:26:09.160463
Person,0,1,2021-12-18 09:26:11.213055
Person,0,1,2021-12-18 09:26:17.133692
Person,1,0,2021-12-18 09:26:17.390385
Person,0,1,2021-12-18 09:26:18.675258
Person,0,1,2021-12-18 09:26:19.448453
Person,1,0,2021-12-18 09:26:19.705798
Person,0,1,2021-12-18 09:26:29.057367
Person,0,1,2021-12-18 09:26:31.914435
Person,1,0,2021-12-18 09:26:35.280057
Person,0,1,2021-12-18 09:26:35.536155
Person,1,0,2021-12-18 09:26:37.593856
Person,1,0,2021-12-18 09:26:39.917534
Person,1,0,2021-12-18 09:26:40.436333
Person,0,1,2021-12-18 09:26:41.211028
Person,0,1,2021-12-18 09:26:53.681284
Person,0,1,2021-12-18 09:26:54.201322
Person,1,0,2021-12-18 09:26:54.731173
Person,0,1,2021-12-18 09:26:55.243863
Person,1,0,2021-12-18 09:26:56.016202
Person,1,0,2021-12-18 09:26:57.564902
Person,0,1,2021-12-18 09:26:59.894626
Person,1,0,2021-12-18 09:27:03.003415
Person,0,1,2021-12-18 09:27:09.209812
Person,1,0,2021-12-18 09:27:13.333343
Person,1,0,2021-12-18 09:27:22.937423
Person,0,1,2021-12-18 09:27:23.197614
Person,1,0,2021-12-18 09:27:24.502885
Person,0,1,2021-12-18 09:27:43.032728
Person,1,0,2021-12-18 09:27:43.290511
Person,0,1,2021-12-18 09:27:56.247248
Person,1,0,2021-12-18 09:27:56.506540
Person,0,1,2021-12-18 09:27:58.314021
Person,1,0,2021-12-18 09:27:58.573360
Person,0,1,2021-12-18 09:28:00.679507
Person,1,0,2021-12-18 09:28:00.936858
Person,0,1,2021-12-18 09:28:17.012234
Person,0,1,2021-12-18 09:28:19.859932
Person,1,0,2021-12-18 09:28:20.112727
Person,1,0,2021-12-18 09:28:32.007784
Person,0,1,2021-12-18 09:28:42.003914
Person,1,0,2021-12-18 09:28:42.259930
Person,1,0,2021-12-18 09:28:42.791519
Person,0,1,2021-12-18 09:28:50.753710
Person,1,0,2021-12-18 09:28:51.010678
Person,0,1,2021-12-18 09:28:54.114193
Person,1,0,2021-12-18 09:28:54.893071
Person,1,0,2021-12-18 09:28:55.920181
Person,0,1,2021-12-18 09:28:56.177088
